OPO code,Center code,Begin date,End date,Local Transplants,Regional Transplants,KI transplants procured by this OPO for the center,PA transplants procured by this OPO for the center,LI transplants procured by this OPO for the center,IN transplants procured by this OPO for the center,HR transplants procured by this OPO for the center,LU transplants procured by this OPO for the center
VATB,TNVU-VA1,07/01/2017,06/30/2018,0,1,1,0,0,0,0,0
OKOP,TXAS-TX1,07/01/2017,06/30/2018,0,1,1,0,2,0,0,0
PADV,TXAS-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
TNDS,TXAS-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
TXGC,TXAS-TX1,07/01/2017,06/30/2018,1,1,50,3,25,0,0,0
TXSA,TXAS-TX1,07/01/2017,06/30/2018,0,1,2,0,2,0,0,0
TXSB,TXAS-TX1,07/01/2017,06/30/2018,0,1,2,0,1,0,0,0
UTOP,TXAS-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
WALC,TXAS-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
AZOB,TXBC-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
FLUF,TXBC-TX1,07/01/2017,06/30/2018,0,0,0,0,1,0,0,0
MOMA,TXBC-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
NJTO,TXBC-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
OHLP,TXBC-TX1,07/01/2017,06/30/2018,0,0,0,0,1,0,0,0
OKOP,TXBC-TX1,07/01/2017,06/30/2018,0,1,2,0,10,0,0,0
TXGC,TXBC-TX1,07/01/2017,06/30/2018,0,1,5,0,8,0,0,4
TXSA,TXBC-TX1,07/01/2017,06/30/2018,1,1,52,1,45,0,0,32
TXSB,TXBC-TX1,07/01/2017,06/30/2018,0,1,5,1,7,0,0,2
WALC,TXBC-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
TXGC,TXCF-TX1,07/01/2017,06/30/2018,1,1,6,0,0,0,0,0
AZOB,TXCM-TX1,07/01/2017,06/30/2018,0,0,0,0,1,0,0,0
CAOP,TXCM-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
FLMP,TXCM-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
IAOP,TXCM-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
LAOP,TXCM-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
MOMA,TXCM-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,2,0
MSOP,TXCM-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
MWOB,TXCM-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,2,0
OKOP,TXCM-TX1,07/01/2017,06/30/2018,0,1,1,0,2,0,2,0
TXGC,TXCM-TX1,07/01/2017,06/30/2018,0,1,0,0,5,0,3,0
TXSA,TXCM-TX1,07/01/2017,06/30/2018,0,1,0,0,0,0,4,0
TXSB,TXCM-TX1,07/01/2017,06/30/2018,1,1,11,0,4,0,2,0
TXSA,TXCT-TX1,07/01/2017,06/30/2018,1,1,0,0,0,0,18,0
OHLB,TXDC-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
TXSB,TXDC-TX1,07/01/2017,06/30/2018,1,1,5,0,0,0,0,0
MWOB,TXDM-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
OKOP,TXDM-TX1,07/01/2017,06/30/2018,0,1,1,0,0,0,0,0
TXSA,TXDM-TX1,07/01/2017,06/30/2018,1,1,16,0,0,0,0,0
TXSA,TXDR-TX1,07/01/2017,06/30/2018,1,1,8,0,0,0,0,0
CAOP,TXFW-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
NEOR,TXFW-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
OKOP,TXFW-TX1,07/01/2017,06/30/2018,0,1,3,0,0,0,0,0
TXGC,TXFW-TX1,07/01/2017,06/30/2018,1,1,23,0,0,0,0,0
TXSA,TXFW-TX1,07/01/2017,06/30/2018,0,1,1,0,0,0,0,0
CADN,TXHD-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
FLUF,TXHD-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
INOP,TXHD-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
NMOP,TXHD-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
NYRT,TXHD-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
OKOP,TXHD-TX1,07/01/2017,06/30/2018,0,1,8,0,0,0,0,0
SCOP,TXHD-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
TXGC,TXHD-TX1,07/01/2017,06/30/2018,0,1,9,0,0,0,0,0
TXSA,TXHD-TX1,07/01/2017,06/30/2018,0,1,7,0,0,0,0,0
TXSB,TXHD-TX1,07/01/2017,06/30/2018,1,1,61,2,0,0,12,0
WALC,TXHD-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
ALOB,TXHH-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
CAOP,TXHH-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
FLUF,TXHH-TX1,07/01/2017,06/30/2018,0,0,0,0,1,0,0,0
GALL,TXHH-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
LAOP,TXHH-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,2
MDPC,TXHH-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
MIOP,TXHH-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
MSOP,TXHH-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,1
NVLV,TXHH-TX1,07/01/2017,06/30/2018,0,0,0,0,1,0,0,0
NYRT,TXHH-TX1,07/01/2017,06/30/2018,0,0,0,0,1,0,0,0
OKOP,TXHH-TX1,07/01/2017,06/30/2018,0,1,2,0,4,0,1,0
ORUO,TXHH-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
SCOP,TXHH-TX1,07/01/2017,06/30/2018,0,0,0,0,1,0,0,0
TNDS,TXHH-TX1,07/01/2017,06/30/2018,0,0,0,0,1,0,0,0
TXGC,TXHH-TX1,07/01/2017,06/30/2018,1,1,54,0,19,0,31,6
TXSA,TXHH-TX1,07/01/2017,06/30/2018,0,1,1,0,1,0,2,0
TXSB,TXHH-TX1,07/01/2017,06/30/2018,0,1,4,0,7,0,1,1
AROR,TXHI-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,2
CADN,TXHI-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
FLMP,TXHI-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
FLUF,TXHI-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
ILIP,TXHI-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
LAOP,TXHI-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,4,8
MAOB,TXHI-TX1,07/01/2017,06/30/2018,0,0,0,0,1,0,0,0
MNOP,TXHI-TX1,07/01/2017,06/30/2018,0,0,0,0,1,0,0,0
MWOB,TXHI-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,4
NCCM,TXHI-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
NJTO,TXHI-TX1,07/01/2017,06/30/2018,0,0,0,0,1,0,0,0
NYRT,TXHI-TX1,07/01/2017,06/30/2018,0,0,1,0,1,0,0,0
OKOP,TXHI-TX1,07/01/2017,06/30/2018,0,1,0,0,8,0,1,4
PADV,TXHI-TX1,07/01/2017,06/30/2018,0,0,1,0,1,0,0,0
SCOP,TXHI-TX1,07/01/2017,06/30/2018,0,0,0,0,1,0,0,0
TNDS,TXHI-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
TXGC,TXHI-TX1,07/01/2017,06/30/2018,1,1,78,0,49,0,15,38
TXSA,TXHI-TX1,07/01/2017,06/30/2018,0,1,0,0,5,0,5,15
TXSB,TXHI-TX1,07/01/2017,06/30/2018,0,1,1,0,12,0,2,4
WALC,TXHI-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
CAOP,TXHS-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
FLUF,TXHS-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
LAOP,TXHS-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
MAOB,TXHS-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
MWOB,TXHS-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
NJTO,TXHS-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
OKOP,TXHS-TX1,07/01/2017,06/30/2018,0,1,2,0,4,0,0,0
PATF,TXHS-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
TXGC,TXHS-TX1,07/01/2017,06/30/2018,0,1,2,0,4,0,0,0
TXSA,TXHS-TX1,07/01/2017,06/30/2018,1,1,142,12,37,0,12,0
TXSB,TXHS-TX1,07/01/2017,06/30/2018,0,1,5,0,8,0,0,0
CAOP,TXJS-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
CORS,TXJS-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
LAOP,TXJS-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
MAOB,TXJS-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
NCCM,TXJS-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
OKOP,TXJS-TX1,07/01/2017,06/30/2018,0,1,3,0,2,0,0,0
ORUO,TXJS-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
PADV,TXJS-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
TXGC,TXJS-TX1,07/01/2017,06/30/2018,0,1,3,0,2,0,0,0
TXSA,TXJS-TX1,07/01/2017,06/30/2018,0,1,3,0,0,0,0,0
TXSB,TXJS-TX1,07/01/2017,06/30/2018,1,1,45,1,15,0,4,0
VATB,TXJS-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
ILIP,TXLP-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
OHLP,TXLP-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
OKOP,TXLP-TX1,07/01/2017,06/30/2018,0,1,1,0,0,0,0,0
TXSA,TXLP-TX1,07/01/2017,06/30/2018,0,1,1,0,0,0,0,0
TXSB,TXLP-TX1,07/01/2017,06/30/2018,1,1,35,0,0,0,0,0
AZOB,TXMC-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
CAOP,TXMC-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
CORS,TXMC-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
MWOB,TXMC-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
NMOP,TXMC-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
OKOP,TXMC-TX1,07/01/2017,06/30/2018,0,1,7,0,6,0,0,0
TXGC,TXMC-TX1,07/01/2017,06/30/2018,0,1,6,0,5,0,0,0
TXSA,TXMC-TX1,07/01/2017,06/30/2018,0,1,3,0,2,0,0,0
TXSB,TXMC-TX1,07/01/2017,06/30/2018,1,1,57,5,49,0,0,0
WALC,TXMC-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
ALOB,TXMH-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,2
AZOB,TXMH-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,1
CAGS,TXMH-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
CAOP,TXMH-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
CASD,TXMH-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
ILIP,TXMH-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,2
LAOP,TXMH-TX1,07/01/2017,06/30/2018,0,0,0,0,1,0,5,13
MSOP,TXMH-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,4
MWOB,TXMH-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,1,5
OKOP,TXMH-TX1,07/01/2017,06/30/2018,0,1,0,0,10,0,1,1
ORUO,TXMH-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
PADV,TXMH-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
TNMS,TXMH-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,2
TXGC,TXMH-TX1,07/01/2017,06/30/2018,1,1,122,16,91,0,35,61
TXSA,TXMH-TX1,07/01/2017,06/30/2018,0,1,4,0,12,0,5,19
TXSB,TXMH-TX1,07/01/2017,06/30/2018,0,1,11,3,23,0,2,17
VATB,TXMH-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
WALC,TXMH-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
CTOP,TXPL-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
INOP,TXPL-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
LAOP,TXPL-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
MAOB,TXPL-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
NCNC,TXPL-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
NYRT,TXPL-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
OKOP,TXPL-TX1,07/01/2017,06/30/2018,0,1,15,0,1,0,0,0
PADV,TXPL-TX1,07/01/2017,06/30/2018,0,0,5,0,0,0,0,0
TXGC,TXPL-TX1,07/01/2017,06/30/2018,1,1,57,1,9,0,0,0
TXSA,TXPL-TX1,07/01/2017,06/30/2018,0,1,2,0,0,0,0,0
TXSB,TXPL-TX1,07/01/2017,06/30/2018,0,1,4,0,1,0,0,0
UTOP,TXPL-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
VATB,TXPL-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
WALC,TXPL-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
TXSB,TXPM-TX1,07/01/2017,06/30/2018,1,1,9,0,0,0,0,0
NJTO,TXRM-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
TXSA,TXRM-TX1,07/01/2017,06/30/2018,1,1,12,0,0,0,0,0
AROR,TXSP-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,15
CAGS,TXSP-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
CAOP,TXSP-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
GALL,TXSP-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
ILIP,TXSP-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,2
INOP,TXSP-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,2
LAOP,TXSP-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,5
MNOP,TXSP-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
MSOP,TXSP-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,2
MWOB,TXSP-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,7
OKOP,TXSP-TX1,07/01/2017,06/30/2018,0,1,2,0,5,0,2,17
PADV,TXSP-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
SCOP,TXSP-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
TNDS,TXSP-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,2
TXGC,TXSP-TX1,07/01/2017,06/30/2018,0,1,3,0,6,0,0,27
TXSA,TXSP-TX1,07/01/2017,06/30/2018,0,1,0,0,6,0,1,11
TXSB,TXSP-TX1,07/01/2017,06/30/2018,1,1,44,0,47,0,25,63
UTOP,TXSP-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
AZOB,TXSW-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
CORS,TXSW-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
ILIP,TXSW-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
INOP,TXSW-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
MAOB,TXSW-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
MIOP,TXSW-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
NCNC,TXSW-TX1,07/01/2017,06/30/2018,0,0,3,1,0,0,0,0
NYRT,TXSW-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
OKOP,TXSW-TX1,07/01/2017,06/30/2018,0,1,14,0,0,0,0,0
PADV,TXSW-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
PATF,TXSW-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
TNDS,TXSW-TX1,07/01/2017,06/30/2018,0,0,3,0,0,0,0,0
TXGC,TXSW-TX1,07/01/2017,06/30/2018,0,1,6,0,0,0,0,0
TXSA,TXSW-TX1,07/01/2017,06/30/2018,0,1,3,1,0,0,0,0
TXSB,TXSW-TX1,07/01/2017,06/30/2018,1,1,62,5,0,0,12,0
WIDN,TXSW-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
AROR,TXTC-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
CORS,TXTC-TX1,07/01/2017,06/30/2018,0,0,0,0,1,0,0,0
FLUF,TXTC-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,2
FLWC,TXTC-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,2
GALL,TXTC-TX1,07/01/2017,06/30/2018,0,0,0,0,1,0,0,2
ILIP,TXTC-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,2
MOMA,TXTC-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,2,0
MSOP,TXTC-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,2
MWOB,TXTC-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,2
NCCM,TXTC-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,2
NCNC,TXTC-TX1,07/01/2017,06/30/2018,0,0,0,0,1,0,0,2
OHLP,TXTC-TX1,07/01/2017,06/30/2018,0,0,0,0,1,0,0,2
OKOP,TXTC-TX1,07/01/2017,06/30/2018,0,1,0,0,2,0,2,0
PADV,TXTC-TX1,07/01/2017,06/30/2018,0,0,0,0,1,0,0,0
PATF,TXTC-TX1,07/01/2017,06/30/2018,0,0,0,0,1,0,0,0
TNDS,TXTC-TX1,07/01/2017,06/30/2018,0,0,0,0,1,0,0,0
TXGC,TXTC-TX1,07/01/2017,06/30/2018,1,1,28,0,15,0,9,4
TXSA,TXTC-TX1,07/01/2017,06/30/2018,0,1,1,0,9,0,1,2
TXSB,TXTC-TX1,07/01/2017,06/30/2018,0,1,0,0,7,0,4,4
UTOP,TXTC-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
WALC,TXTC-TX1,07/01/2017,06/30/2018,0,0,0,0,1,0,0,0
AROR,TXTX-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,2
CADN,TXTX-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
CORS,TXTX-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
FLWC,TXTX-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
GALL,TXTX-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
INOP,TXTX-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
LAOP,TXTX-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,2,2
MIOP,TXTX-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
MSOP,TXTX-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,2,0
MWOB,TXTX-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,4
NEOR,TXTX-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
NYRT,TXTX-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
OHLC,TXTX-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
OHLP,TXTX-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,2
OKOP,TXTX-TX1,07/01/2017,06/30/2018,0,1,3,0,9,0,1,4
PADV,TXTX-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
TXGC,TXTX-TX1,07/01/2017,06/30/2018,0,1,1,0,6,0,6,18
TXSA,TXTX-TX1,07/01/2017,06/30/2018,0,1,2,0,5,0,6,9
TXSB,TXTX-TX1,07/01/2017,06/30/2018,1,1,70,9,90,0,34,37
UTOP,TXTX-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
WALC,TXTX-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
AROR,TXTY-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
OKOP,TXTY-TX1,07/01/2017,06/30/2018,0,1,1,0,0,0,0,0
TXSB,TXTY-TX1,07/01/2017,06/30/2018,1,1,4,0,0,0,0,0
LAOP,TXVA-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
MIOP,TXVA-TX1,07/01/2017,06/30/2018,0,0,1,0,1,0,0,0
PADV,TXVA-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
TNDS,TXVA-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
TXGC,TXVA-TX1,07/01/2017,06/30/2018,1,1,12,0,16,0,0,0
TXSA,TXVA-TX1,07/01/2017,06/30/2018,0,1,0,0,1,0,0,0
TXSB,TXVA-TX1,07/01/2017,06/30/2018,0,1,1,0,3,0,0,0
WALC,TXVA-TX1,07/01/2017,06/30/2018,0,0,0,0,1,0,0,0
AZOB,UTLD-TX1,07/01/2017,06/30/2018,0,1,2,0,4,0,1,0
CADN,UTLD-TX1,07/01/2017,06/30/2018,0,1,4,1,4,0,2,0
CAOP,UTLD-TX1,07/01/2017,06/30/2018,0,1,3,1,6,0,0,0
CASD,UTLD-TX1,07/01/2017,06/30/2018,0,1,0,0,3,0,0,0
HIOP,UTLD-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
ILIP,UTLD-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
LAOP,UTLD-TX1,07/01/2017,06/30/2018,0,0,0,0,1,0,0,0
MAOB,UTLD-TX1,07/01/2017,06/30/2018,0,0,1,0,1,0,0,0
MOMA,UTLD-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
NMOP,UTLD-TX1,07/01/2017,06/30/2018,0,1,1,0,2,0,1,0
NVLV,UTLD-TX1,07/01/2017,06/30/2018,0,1,6,0,4,0,2,0
NYRT,UTLD-TX1,07/01/2017,06/30/2018,0,0,0,0,1,0,0,0
OHLC,UTLD-TX1,07/01/2017,06/30/2018,0,0,0,0,1,0,0,0
OHOV,UTLD-TX1,07/01/2017,06/30/2018,0,0,0,0,1,0,0,0
OKOP,UTLD-TX1,07/01/2017,06/30/2018,0,0,0,0,2,0,0,0
SCOP,UTLD-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
UTOP,UTLD-TX1,07/01/2017,06/30/2018,1,1,52,8,19,0,10,0
VATB,UTLD-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
WALC,UTLD-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
WIDN,UTLD-TX1,07/01/2017,06/30/2018,0,0,0,0,1,0,0,0
AZOB,UTMC-TX1,07/01/2017,06/30/2018,0,1,0,0,1,0,0,0
CADN,UTMC-TX1,07/01/2017,06/30/2018,0,1,6,0,2,0,0,0
CAGS,UTMC-TX1,07/01/2017,06/30/2018,0,1,2,0,4,0,0,0
CAOP,UTMC-TX1,07/01/2017,06/30/2018,0,1,2,0,6,0,0,0
CASD,UTMC-TX1,07/01/2017,06/30/2018,0,1,2,0,2,0,0,0
CORS,UTMC-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,2,0
FLWC,UTMC-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
ILIP,UTMC-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
MWOB,UTMC-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
NCCM,UTMC-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
NMOP,UTMC-TX1,07/01/2017,06/30/2018,0,1,2,0,1,0,4,2
NVLV,UTMC-TX1,07/01/2017,06/30/2018,0,1,3,0,3,0,1,6
ORUO,UTMC-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,2,2
PADV,UTMC-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
UTOP,UTMC-TX1,07/01/2017,06/30/2018,1,1,72,8,23,0,18,28
VATB,UTMC-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
WALC,UTMC-TX1,07/01/2017,06/30/2018,0,0,2,0,1,0,1,2
AZOB,UTPC-TX1,07/01/2017,06/30/2018,0,1,0,0,2,0,1,0
CADN,UTPC-TX1,07/01/2017,06/30/2018,0,1,1,0,3,0,1,0
CAGS,UTPC-TX1,07/01/2017,06/30/2018,0,1,0,0,1,0,0,0
CAOP,UTPC-TX1,07/01/2017,06/30/2018,0,1,2,0,7,0,0,0
CASD,UTPC-TX1,07/01/2017,06/30/2018,0,1,0,0,1,0,0,0
CORS,UTPC-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
MAOB,UTPC-TX1,07/01/2017,06/30/2018,0,0,0,0,1,0,0,0
MWOB,UTPC-TX1,07/01/2017,06/30/2018,0,0,0,0,1,0,0,0
NMOP,UTPC-TX1,07/01/2017,06/30/2018,0,1,0,0,0,0,1,0
NVLV,UTPC-TX1,07/01/2017,06/30/2018,0,1,0,0,2,0,0,0
TNDS,UTPC-TX1,07/01/2017,06/30/2018,0,0,0,0,1,0,0,0
UTOP,UTPC-TX1,07/01/2017,06/30/2018,1,1,6,0,1,0,1,0
WALC,UTPC-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
VATB,VACH-TX1,07/01/2017,06/30/2018,1,1,2,0,0,0,0,0
CAGS,VAFH-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
DCTC,VAFH-TX1,07/01/2017,06/30/2018,1,1,57,6,0,0,15,12
FLUF,VAFH-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
GALL,VAFH-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,3,2
ILIP,VAFH-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
KYDA,VAFH-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
LAOP,VAFH-TX1,07/01/2017,06/30/2018,0,0,3,0,0,0,0,0
MDPC,VAFH-TX1,07/01/2017,06/30/2018,0,1,1,0,0,0,0,3
NCCM,VAFH-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,2
NYAP,VAFH-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
NYRT,VAFH-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,5
OHLB,VAFH-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,2
OHOV,VAFH-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
